(15.12804578947002, 24.94959053178684)
(15.122684782533064, 24.908702852013935)
(15.118764046116487, 24.827727642757246)
(15.116523625307012, 24.71518650459564)
(15.116203565191372, 24.579601038108024)
(15.118043910856297, 24.429492843873284)
(15.118043910856297, 24.429492843873284)
(15.120444361723589, 24.25816066322022)
(15.12164458715724, 24.061023635743755)
(15.12164458715724, 23.854284804798116)
(15.120444361723589, 23.65414721373753)
(15.118043910856297, 23.47681390591624)
(15.118043910856297, 23.47681390591624)
(15.118003903341844, 23.299740646938897)
(15.120724414324776, 23.100223172352372)
(15.125965398718366, 22.894224480424143)
(15.133486811435883, 22.697707569421727)
(15.143048607390604, 22.52663543761263)
(15.143048607390604, 22.52663543761263)
(15.151970283114043, 22.325657688748493)
(15.160411868664024, 22.04582512889377)
(15.167893273867088, 21.71270255978514)
(15.17393440854978, 21.35185478315927)
(15.178055182538632, 20.988846600752833)
(15.178055182538632, 20.988846600752833)
(15.187196899591575, 19.753494569414773)
(15.19897911259854, 18.66565024387189)
(15.212441641212608, 17.777403407944448)
(15.226624305086869, 17.140843845452707)
(15.240566923874395, 16.808061340216945)
(15.240566923874395, 16.808061340216945)
(15.246868107401042, 16.705262031825107)
(15.250768840060392, 16.586379702622402)
(15.252269121852452, 16.461136178621373)
(15.251368952777215, 16.33925328583456)
(15.248068332834686, 16.230452850274485)
(15.248068332834686, 16.230452850274485)
(15.245067769250568, 16.170941672522837)
(15.242067205666455, 16.11143049477119)
(15.239066642082335, 16.051919317019543)
(15.236066078498222, 15.992408139267894)
(15.233065514914104, 15.932896961516247)
(15.233065514914104, 15.932896961516247)
(14.995020803907513, 15.93489733723899)
(14.756976092900926, 15.936897712961738)
(14.518931381894335, 15.93889808868448)
(14.28088667088775, 15.940898464407228)
(14.042841959881159, 15.94289884012997)
(14.042841959881159, 15.94289884012997)
(13.657829644524533, 15.946999610361596)
(13.30438325807282, 15.952900718743692)
(13.005667151395393, 15.960002052559435)
(12.784845675361632, 15.967703499092002)
(12.665083180840922, 15.975404945624568)
(12.665083180840922, 15.975404945624568)
(12.386050771275297, 15.990267737244558)
(11.847889690585358, 16.001289807476883)
(11.14793822143985, 16.007630998517982)
(10.383534646507515, 16.008451152564305)
