(14.008865166697323, 17.997382983998016)
(13.888652866522188, 17.98116958023783)
(13.815535858517197, 17.95834216334658)
(13.79981177077419, 17.941089650291488)
(13.788321091269683, 17.94019348724879)
(13.786490279654851, 17.92926359688757)
(13.773526154166033, 17.924513382968)
(13.766444816748901, 17.90906419186386)
(13.72210948683295, 17.861562052668198)
(13.715599934424658, 17.843891696722032)
(13.707089134485434, 17.842808603964908)
(13.699370036866139, 17.831867717738128)
(13.679181627707983, 17.744054735419482)
(13.67435994066231, 17.682763780818412)
(13.664777043831519, 17.683418034818907)
(13.662127040232873, 17.656120798579735)
(13.664480155461547, 17.645366842067382)
(13.672540124913032, 17.642266007981)
(13.670467404256, 17.62584918070805)
(13.678604344766368, 17.599668024822666)
(13.685064415779667, 17.591014278631235)
(13.695070653434309, 17.589997161067437)
(13.702498360616408, 17.550126152566634)
(13.746080473741873, 17.49520180412165)
(13.807871740225675, 17.4369786960103)
(13.87157628731597, 17.390796060681183)
(13.948613321391157, 17.363015006357607)
(14.005714851215942, 17.360986269162794)
(14.072987556678688, 17.350408246499317)
(14.143493046614473, 17.366071856981776)
(14.203354538693452, 17.39329762009484)
(14.1758098954793, 17.28930971954545)
(14.151596999528177, 17.235913796412547)
(14.145444812750407, 17.17522761441698)
(14.127059725543196, 17.09011961502475)
(14.11964301422665, 16.98933151135173)
(14.118845813973945, 16.882347237438722)
(14.124277771557894, 16.83050173134901)
(14.132414712068263, 16.810104400745317)
(14.125421341575567, 16.76374033363455)
(14.135334114372995, 16.726035510647996)
(14.134630378977505, 16.53012217406255)
(14.143894395707214, 16.434089782241877)
(14.137450818492246, 16.22693867105968)
(14.14562074659928, 16.182515374219292)
(14.159915371820196, 16.177754164434173)
(14.157430306204866, 16.161920118035617)
(14.172428666821276, 16.19474827464873)
(14.180301706558334, 16.317198233464218)
(14.168646089070508, 16.73195678424912)
(14.17475979031884, 16.79889961374523)
(14.186409909873888, 16.811720792981838)
(14.280891884651371, 16.849381632506176)
(14.372465452989676, 16.897312610458467)
(14.419637716218702, 16.930679564483754)
(14.510100702135997, 16.9800729925548)
(14.52180030308604, 16.989969271553896)
(14.523257255272018, 16.998645009476437)
(14.532565255463945, 16.997314509744335)
(14.559966952425889, 17.012191915839644)
(14.607238178444904, 17.054020188409158)
(14.654987724615545, 17.081927695186607)
(14.66934832502979, 17.105260921893368)
(14.680751037609859, 17.150025090565947)
(14.690559349684518, 17.1483427231361)
(14.704513103073245, 17.163731436979695)
(14.718692271705837, 17.167601981654897)
(14.719137604260798, 17.177712680032307)
(14.76708507601142, 17.2486030252625)
(14.775524402824537, 17.26840657912625)
(14.77576081393396, 17.287561376922277)
(14.793821523107312, 17.287561376922277)
(14.798417794909113, 17.300195626444456)
(14.818496245411724, 17.31869617023999)
(14.827699784880885, 17.36971148848033)
