(12.719728597558843, 10.837248658857314)
(13.281454878333928, 12.636895914717217)
(13.09907373352575, 13.59852374646116)
(12.349821459323808, 14.685708863973433)
(10.659097998504938, 15.426542261821771)
(7.79523670853993, 14.77900333477047)
(9.819899326208608, 15.866451074828332)
(11.685798955248309, 15.673854642504057)
(13.391606069022016, 14.139476583880658)
(13.754818156112362, 13.041795683383464)
(13.581259669821623, 11.579258751611276)
(12.399338210786357, 8.849569861170316)
(11.952834289103853, 9.066415838043797)
(12.71972859755885, 10.837248658857312)
(None, None)
(2.7191897255076736, 8.616765917117334)
(None, None)
(2.1400883006414833, 9.820739280650233)
(2.0, 11.567600863862154)
(3.6131021576408013, 15.418061012613594)
(4.508862066431393, 15.628470548599086)
(6.2323589971713105, 15.116035601601583)
(8.118317152636958, 13.5891773018667)
(9.373509937136255, 13.826043870798431)
(9.89978290376476, 14.465831420466154)
(10.443166458745035, 13.484970499547167)
(11.476147012356117, 13.1884499488934)
(11.560461980615445, 12.813052905195086)
(10.700500807569583, 12.802301794735294)
(9.812642919372744, 13.474188749790393)
(8.301296857996949, 13.094540138881923)
(6.198892860286295, 8.444328683194815)
(7.36553661748582, 7.4260331069242245)
(9.812642919372744, 7.512064240568229)
(8.06184455125183, 9.458776109665541)
(8.326279192399035, 10.371313951583513)
(9.12696864542809, 10.515978486557128)
(12.434973901700715, 8.15968888470038)
(13.807697205665441, 5.606454988375819)
(16.662714316654416, 6.941498522613071)
(16.884530060449514, 6.505572453460982)
(13.630329598203144, 5.1266618352730315)
(12.858289346868872, 5.799500797055867)
(11.882121709691576, 8.018234180839439)
(8.78787770964244, 10.051381330498117)
(8.543020120254283, 9.60401257818287)
(10.490715000129853, 7.495960736728047)
(10.45982183468448, 7.131156865208638)
(7.381586137802748, 6.880655444365202)
(4.8983364080800085, 8.980514191904916)
(4.309586267364468, 8.767161824394755)
(7.128421651396396, 5.606454988375819)
(6.779078952741097, 5.263905824319795)
(3.636681649945235, 8.375162294019654)
(3.063675366083835, 8.23068706613098)
(3.0509330660735783, 7.831679526077711)
(6.618819380355831, 4.397222608367621)
(7.706266390906619, 3.9620723699856155)
(10.568341118054596, 3.88263926304585)
(12.068005217947926, 2.5290294090965078)
(17.526541877176903, 3.998439026985178)
(17.70426803736463, 3.5419955714594393)
(11.991954105789606, 2.0)
(10.370634123943994, 3.412107202210203)
(6.938265420224827, 3.6562892680505583)
(2.857824665686832, 7.297255412190692)
(2.4929596614748673, 7.895491333351267)
(2.719189725507673, 8.616765917117327)
(None, None)
(4.1562274671179225, 15.12319388973639)
(None, None)
(2.6544780712619582, 12.07973744246759)
(2.6950729512454017, 9.707740459110243)
(3.1245220918670595, 8.907474484935943)
(3.8189672293271046, 8.849569861170316)
(4.663475254086631, 9.525062769677682)
(5.80910811337894, 8.824265084642818)
(7.647146773114137, 13.078978294042006)
(6.789947513839329, 14.241159656487845)
(4.156227467117928, 15.123193889736395)
(None, None)
(None, None)
