(4.8443284586563315, 13.37235864832367)
(4.651729249080477, 14.04517071590941)
(5.028963626049803, 13.898257060491051)
(4.844328458656331, 13.372358648323669)
(None, None)
(3.5405936718143876, 12.812547937077552)
(None, None)
(3.0173131602138747, 13.314162659261264)
(3.5044286160533424, 13.306465177520144)
(3.5405936718143876, 12.812547937077555)
(None, None)
(6.165939518436604, 12.812547937077552)
(None, None)
(6.017843402252186, 13.23640336359329)
(6.341197096263353, 13.47649965722024)
(6.573606719219047, 13.278278691316604)
(6.165939518436604, 12.812547937077554)
(None, None)
(4.895258733080201, 10.237697388240262)
(None, None)
(4.008484781873033, 10.472302334069628)
(3.440111703296907, 11.166737217069475)
(3.390285509382604, 12.098775766401422)
(3.881381060591443, 12.84983092503142)
(5.2050499399505945, 13.12571388697428)
(6.180509124304127, 12.245115759425275)
(6.0440632872788, 10.904929592393936)
(4.895258733080207, 10.237697388240267)
(None, None)
(4.7440726779911015, 12.744767596737326)
(None, None)
(4.143359500170794, 12.5057240310381)
(3.7737200349172806, 11.639842472337548)
(4.257003642182848, 10.83186635519689)
(4.884489893960726, 10.67622140948194)
(5.478379124484693, 10.919212367064207)
(5.842325345210968, 11.780301919048817)
(5.602930419741258, 12.375631048939914)
(4.744072677991102, 12.744767596737326)
(None, None)
(15.340610371554476, 9.658925073995537)
(None, None)
(12.668233161500023, 10.538103572933409)
(12.485341279121661, 10.875171446909334)
(14.192031498439235, 12.181017601910561)
(16.362096334457995, 12.275267495422007)
(18.099386611325603, 11.080650356995045)
(18.62994391891127, 10.146263440581707)
(18.81335642187263, 8.67498730810342)
(15.76777432329365, 9.516058475010503)
(15.425663085227507, 8.373336836838451)
(15.63655698992991, 7.553842876144497)
(13.943575207196234, 4.751417279655033)
(16.72357763125594, 4.5597430922441715)
(19.141072382572755, 5.236516741242156)
(19.077928301973287, 4.770029212112817)
(16.03799600093454, 4.105855865037972)
(11.209585710003264, 4.526466619211645)
(6.065303661096568, 4.053680966196345)
(3.68649649220073, 4.200633811742947)
(2.130272716134629, 4.613491677442465)
(2.0, 4.995896786418803)
(4.507918370712262, 4.536547266165275)
(4.856667605673133, 5.680526366900549)
(7.123724292796873, 7.188814534894313)
(12.861960776492632, 6.154836042920332)
(13.620932341028436, 7.224702894836099)
(11.22813851942274, 7.232346659073843)
(11.039526229704109, 7.52052991575119)
(13.9088193068224, 7.670279449932492)
(14.42168260935067, 8.416826054584472)
(15.009816972249192, 8.557674024118874)
(15.340610371554465, 9.65892507399554)
(None, None)
(15.21894360487523, 11.935119817919388)
(None, None)
(13.79280470260492, 11.497703255646607)
(13.029448573548565, 10.87124297439855)
(18.39380853100468, 9.116006659407418)
(17.991577946978648, 10.474342923505917)
(17.394460260717402, 11.21128490612409)
(16.123596362865225, 11.870544621947053)
(15.218943604875221, 11.935119817919386)
(None, None)
(14.797396341774842, 8.123795384458147)
(None, None)
(13.058752991944932, 5.725768667193739)
(7.161081269010107, 6.738977404734839)
(5.221309789021718, 5.380417148782654)
(4.8736305121311645, 4.901855681694052)
(5.188680628797129, 4.565393565476283)
(7.310886547770383, 5.990104392987112)
(9.728502585777207, 4.9110917138147805)
(13.389373414132441, 4.9363453594725515)
(15.177922351670944, 7.597863525543377)
(15.17942509038164, 7.968733222977903)
(14.797396341774851, 8.123795384458152)
(None, None)
(7.37188057685122, 5.549831681195402)
(None, None)
(5.9833337915636235, 4.5201195076653695)
(8.831670623293931, 4.779500722848959)
(7.371880576851222, 5.549831681195396)
(None, None)
(7.04585925135182, 11.491992645838403)
(None, None)
(6.553786649704282, 11.537348462365133)
(6.5966106488079115, 11.89256778479195)
(7.177534703800931, 11.889510616942788)
(7.045859251351813, 11.491992645838401)
(None, None)
(2.965495432092779, 11.491992645838403)
(None, None)
(2.3714995098231193, 11.740796242700686)
(3.061881457870408, 11.887305158691118)
(2.965495432092779, 11.491992645838398)
(None, None)
(3.3070407782208804, 9.940646351509333)
(None, None)
(3.072949425779102, 10.22924921283566)
(3.653814628010566, 10.560620666532584)
(3.3070407782208804, 9.94064635150933)
(None, None)
(6.421351043905563, 9.940646351509333)
(None, None)
(5.921951239659651, 10.434990629211434)
(6.401851590181367, 10.428306009577936)
(6.421351043905563, 9.940646351509336)
(None, None)
(4.8443284586563315, 9.226482279550737)
(None, None)
(4.584596221548189, 9.705640382557306)
(4.952668892502079, 9.963967518429435)
(4.844328458656324, 9.226482279550746)
(None, None)
(17.8885599379639, 2.3761914465736598)
(None, None)
(14.653121600940391, 2.1680067284092663)
(12.610316233178404, 2.6831575857509704)
(10.583843351363173, 2.254152035830143)
(8.270100748273848, 2.79647719295963)
(6.358252606291663, 2.2909083219742152)
(4.220280870355342, 2.8390579429914)
(3.0321365897309818, 2.6237200128841964)
(2.9206009104031856, 2.9949545839265315)
(3.7607233045761763, 3.2596703863947227)
(6.337549812922738, 2.751431181153608)
(8.798178942401982, 3.233652195390194)
(10.847956098840662, 2.70152491775315)
(12.729294421921562, 3.15333946015941)
(14.748099552437804, 2.6153576503466183)
(17.344569200383937, 2.9223511550445154)
(18.831994706313196, 2.2725994373184735)
(18.605933546287513, 2.0)
(17.888559937963876, 2.376191446573667)
(None, None)
(None, None)
