(9.545679713467969, 16.166943437403084)
(8.128212449392066, 16.098328374207302)
(7.771198422075704, 16.04263889209937)
(7.4674881185375375, 15.961719198613896)
(7.214123852081106, 15.834783782823274)
(6.992558802814239, 15.635801733636562)
(6.810750945439568, 15.502231948792)
(6.6492710562991295, 15.298837880776315)
(6.494703329990751, 15.008674109124144)
(6.408080693648569, 14.699881813527421)
(6.411920784110822, 14.60033359609739)
(6.358388288985943, 14.377967847117118)
(6.340838258532914, 14.195833173532893)
(6.3333214857131805, 11.888265621927266)
(6.359221670320304, 11.622155523298241)
(6.341312142036767, 11.511332146638614)
(6.24731980016915, 11.446393765800309)
(5.94313561312713, 11.312676913661452)
(5.752176901884959, 11.179858806098867)
(5.281479856075377, 10.755520639614463)
(4.929400753523275, 10.349614907348885)
(4.729258506792646, 10.03799565153952)
(4.567549846305521, 9.696962936870332)
(4.525864438776958, 9.500317623581926)
(4.405285598262157, 9.12998583572626)
(4.371819618403867, 8.957132742493355)
(4.322699142107959, 8.848597079300603)
(4.27289235177199, 8.630970165358857)
(4.248332113624038, 8.289774042584892)
(4.219555946372841, 6.669517320480977)
(4.293563477026257, 6.0307223572874955)
(4.340330876613377, 5.325992223816577)
(4.39997483485691, 3.695604199216499)
(4.400268969445509, 2.700955406250575)
(4.416413690197456, 2.5198665445369217)
(4.460288766330029, 2.3277476357508347)
(4.4473468444317055, 2.2159764920835006)
(4.276748783044722, 2.1952563443978015)
(3.785544020085652, 2.2139338907737907)
(3.4408509638694627, 2.266453255649056)
(3.3238997832807056, 2.3071745553594347)
(2.809523751064283, 2.6360170254122743)
(2.5602283464167925, 2.950169106845677)
(2.4320837106508235, 3.145932016368288)
(2.4061181628017883, 3.2113769623313972)
(2.298710015531996, 3.671354436467621)
(2.2430532150450175, 3.843455852418551)
(2.226058772148231, 4.112850453953589)
(2.192249635269909, 6.890477759760168)
(2.194226873337708, 8.640088337605402)
(2.2225945203269606, 9.014864825911001)
(2.2181171382560763, 9.089476966552088)
(2.1690620252020807, 9.198110674607708)
(2.111329941784436, 9.218814481482928)
(2.053418109451537, 9.195545167362711)
(2.0307697461294727, 9.00774023254273)
(2.0105234819476263, 8.241650355728122)
(2.0296912526379454, 7.661126722698052)
(2.0217986411772264, 6.878777739458149)
(2.0432377845239413, 6.626214172715122)
(2.0, 6.461057601217208)
(2.019363860416052, 6.395727040927441)
(2.0315541050324013, 6.172773022769972)
(2.078370527050956, 4.0857410493711175)
(2.105725043790592, 3.864747928470968)
(2.180876431177443, 3.5189436971422965)
(2.204946445011067, 3.2983100740726576)
(2.2433636904440935, 3.177714892747377)
(2.308351093713828, 3.0517272439644607)
(2.7013149040810847, 2.5434136524352593)
(2.7805841757083116, 2.465173851868126)
(3.206491059998571, 2.234425267112802)
(3.5926080707756802, 2.0996952847243278)
(3.6842963583659443, 2.048777319275876)
(3.7758702602828658, 2.0297892975008107)
(4.37869909961497, 2.0465876506718668)
(4.546257770253105, 2.0108829797781342)
(4.71486225276181, 2.0)
(5.864912153370474, 2.0117163611124966)
(6.310378987802517, 2.051865732456157)
(6.607487603907701, 2.107555214564092)
(8.033909632125372, 2.0589249625825152)
(9.190332448820332, 2.072340767984691)
(9.487326679252174, 2.0309494950447267)
(9.780578864084623, 2.0117163611124966)
(10.563499775691243, 2.0414566361818753)
(11.179597353131225, 2.0773737376118167)
(11.417764665843416, 2.1061172232420566)
(11.602039985600218, 2.0680267940185835)
(11.949461957166179, 2.0859036406811646)
(12.393490800276187, 2.0667848924222794)
(12.597979702593877, 2.086524591479317)
(13.282496253503908, 2.0378616578767854)
(14.50920089606337, 2.075037001713508)
(16.268419870469476, 2.071147888819819)
(17.362714925728298, 2.034184975519307)
(17.42382955691482, 2.1659899528322772)
(17.42382955691482, 2.2474815746844685)
(17.392455200797674, 2.346817361578286)
(17.3267651426774, 2.472919396034547)
(16.894125844470338, 3.1526480894746154)
(16.627934041788926, 3.7083010089576574)
(16.290823121634375, 4.337814391799815)
(16.118541956768198, 4.624693660545969)
(15.99141045125184, 4.926312340342994)
(15.898905123137693, 5.0760268459395)
(15.725038899655173, 5.43529590510178)
(15.59811982467503, 5.7506081840791)
(15.255126212748518, 6.323582362668483)
(15.209241216927193, 6.461792937688703)
(15.023723995574091, 6.7727095386475265)
(14.906658429311989, 7.054637541818946)
(14.773758617697014, 7.312773324934861)
(14.486356443015573, 7.816870987360822)
(14.317457825918268, 8.172479704976102)
(14.234806006522161, 8.286162723469324)
(13.961032067779103, 8.845590370172708)
(13.323364620508585, 10.038126378023343)
(13.08142258057605, 10.460242194282781)
(12.90734392655732, 10.826456097898076)
(12.662623948843581, 11.18588856516513)
(12.431401480584404, 11.59496441466338)
(12.181125627308251, 11.991523203335728)
(12.182678004303632, 12.008207170833439)
(12.33935369516363, 12.021345182457495)
(12.875838843956355, 11.987503363958217)
(13.230532476184884, 12.075335220275749)
(13.41877861288776, 12.162987327678026)
(13.85249640458635, 12.552470545413538)
(13.990478208259885, 12.703851813678767)
(14.214870217739392, 13.000143389260067)
(14.272259144137005, 13.109169276767151)
(14.531669510470179, 13.811824127307405)
(14.581999206741433, 14.010659109199818)
(14.604876341410188, 14.216161141767126)
(14.58681974583235, 14.432774925459258)
(14.544431683453247, 14.553043290574983)
(14.446746318417675, 14.649780888602852)
(14.388687418790477, 14.675844481314753)
(13.978075533107326, 14.709931411971194)
(13.409807507935513, 14.724017190602956)
(11.960034461545238, 14.657461069527361)
(11.58283953328894, 15.022400389925398)
(11.313379568511992, 15.349968276760976)
(11.165642300983285, 15.500025939377513)
(10.849970524175458, 15.775433959168339)
(10.709553939740749, 15.85561831618232)
(10.550966374054862, 15.999580856490681)
(10.211453354760097, 16.140471324429242)
(10.057212444661275, 16.177728372318352)
(9.545679713467969, 16.166943437403084)
(None, None)
(9.341419582496965, 15.940214692025268)
(None, None)
(9.307447037513867, 15.878740563008236)
