START
(24.68302019505051, 74.9759987092937)
PEN DOWN
(24.644305499264537, 75.51048213484547)
(24.552002338797674, 76.35884479153519)
(24.432214079197493, 77.36865065725671)
(24.304852307033563, 78.3953636886475)
(24.18215710050471, 79.30393464516101)
(24.18215710050471, 79.30393464516101)
(23.9427782856553, 80.56176079078578)
(23.553342040011543, 82.2599260604138)
(23.105875533870226, 84.07492840809111)
(22.67162950339717, 85.70902311342839)
(22.303745045627338, 86.88588654109608)
(22.303745045627338, 86.88588654109608)
(21.875488637740165, 87.98305183445257)
(21.341962946626854, 89.26959336619717)
(20.76985320066268, 90.59242944722902)
(20.221448703370715, 91.80526128663008)
(19.755479309202517, 92.76752230766023)
(19.755479309202517, 92.76752230766023)
(19.511722603121758, 93.22819900818442)
(19.230670043960625, 93.74310232899657)
(18.933970781906396, 94.27140848318398)
(18.642996322757384, 94.77296506810464)
(18.378892231288923, 95.2082524453258)
(18.378892231288923, 95.2082524453258)
(17.624316220556217, 96.35879387241872)
(16.543881729940725, 97.9084232007405)
(15.338133236847323, 99.56541022539884)
(14.206794619468228, 101.05307583837892)
(13.350855681461193, 102.10878356906511)
(13.350855681461193, 102.10878356906511)
(13.035002177536837, 102.48562460220253)
(12.701941062535953, 102.90644287981482)
(12.35617347607096, 103.36477310652614)
(12.002239979552519, 103.85421632683654)
(11.644717356150531, 104.36845145549592)
(11.644717356150531, 104.36845145549592)
(11.115990080904716, 105.10226218119413)
(10.366098090768025, 106.0738287629116)
(9.259385974168811, 107.43899115593896)
(7.655132978663127, 109.34207200099365)
(5.401850255200165, 111.90949798335637)
(5.401850255200165, 111.90949798335637)
(3.6860444031458646, 113.79727414283246)
(2.159679103914824, 115.43540425073304)
(0.9246753445776361, 116.73575632968564)
(0.0866734743179713, 117.61250802772243)
(-0.2482278570275921, 117.97855989187221)
(-0.2482278570275921, 117.97855989187221)
(-0.33935329879881576, 118.29034947430874)
(-0.3258480801493414, 118.7024978319399)
(-0.21667523804551767, 119.15404297394296)
(-0.022620898577130077, 119.58464118215342)
(0.24233135053388408, 119.93541217410366)
(0.24233135053388408, 119.93541217410366)
(0.40675266384684294, 120.11872874202969)
(0.5485322500932238, 120.32103824262917)
(0.6687139249041657, 120.54343333860098)
(0.7683801796580171, 120.78695809681555)
